USD_BRL,Dia,Mes,Ano
1.75,13,4,2010
1.75,12,4,2010
1.77,9,4,2010
1.78,8,4,2010
1.78,7,4,2010
1.75,6,4,2010
1.76,5,4,2010
1.76,2,4,2010
1.76,1,4,2010
1.78,31,3,2010
1.79,30,3,2010
1.79,29,3,2010
1.82,26,3,2010
1.82,25,3,2010
1.8,24,3,2010
1.78,23,3,2010
1.79,22,3,2010
1.8,19,3,2010
1.79,18,3,2010
1.77,17,3,2010
1.77,16,3,2010
1.76,15,3,2010
1.76,12,3,2010
1.76,11,3,2010
1.77,10,3,2010
1.78,9,3,2010
1.79,8,3,2010
1.78,5,3,2010
1.79,4,3,2010
1.79,3,3,2010
1.79,2,3,2010
1.8,1,3,2010
1.81,26,2,2010
1.82,25,2,2010
1.82,24,2,2010
1.83,23,2,2010
1.81,22,2,2010
1.8,19,2,2010
1.83,18,2,2010
1.83,17,2,2010
1.84,16,2,2010
1.85,15,2,2010
1.85,12,2,2010
1.85,11,2,2010
1.86,10,2,2010
1.85,9,2,2010
1.88,8,2,2010
1.88,5,2,2010
1.87,4,2,2010
1.85,3,2,2010
1.83,2,2,2010
1.86,1,2,2010
1.88,29,1,2010
1.87,28,1,2010
1.85,27,1,2010
1.84,26,1,2010
1.82,25,1,2010
1.82,22,1,2010
1.8,21,1,2010
1.79,20,1,2010
1.77,19,1,2010
1.76,18,1,2010
1.77,15,1,2010
1.76,14,1,2010
1.76,13,1,2010
1.75,12,1,2010
1.74,11,1,2010
1.73,8,1,2010
1.75,7,1,2010
1.73,6,1,2010
1.73,5,1,2010
1.72,4,1,2010
1.74,1,1,2010
